Metric,Value
Recall,0.6729777777777781
FAR,0.32488888888888906
Precision,0.6813333333333331
Accuracy,0.6740888888888891
F1 Score,0.6748000000000001
AOD_V40,-0.010497737556561084
EOD_V40,0.0973333333333333
SPD,0.16004444444444452
DI,0.10991111111111103
