Metric,Value
Recall,0.03346666666666663
FAR,0.005200000000000003
Precision,0.32608888888888904
Accuracy,0.8569777777777792
F1 Score,0.05844444444444436
AOD_international_plan,0.017960526315789475
EOD_international_plan,0.08987341772151905
SPD,0.07251572327044023
DI,0.9393617021276597
