Metric,Value
Recall,0.1532888888888889
FAR,0.013999999999999973
Precision,0.4824888888888891
Accuracy,0.877911111111111
F1 Score,0.21311111111111108
AOD_ESSENTIAL_DENSITY,0.005392156862745097
EOD_ESSENTIAL_DENSITY,0.011249999999999994
SPD,0.027999999999999962
DI,0.6896875
