Metric,Value
Recall,0.8380555555555553
FAR,0.6174999999999998
Precision,0.6257777777777778
Accuracy,0.6331666666666671
F1 Score,0.7156111111111103
AOD_sex,-0.004055555555555557
EOD_sex,0.10722222222222219
SPD,0.13283333333333344
DI,0.15783333333333333
